Source,Page,Type,Label/Title,Content
Sector Statistics Report Q2 2025-2026.pdf,3,Chart,Figure 7: Mobile Market Shares ..................................................................................................... 5,"Figure 5: Mobile Broadband Consumption .................................................................................... 4  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 5  | Figure 8: Mobile Phone Devices..................................................................................................... 6  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 7  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10  | Figure 12: Fixed Voice Subscriptions .......................................................................................... 11  |   |   |"
Sector Statistics Report Q2 2025-2026.pdf,3,Chart,Figure 8: Mobile Phone Devices..................................................................................................... 6,"Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 5  | Figure 8: Mobile Phone Devices..................................................................................................... 6  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 7  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10  | Figure 12: Fixed Voice Subscriptions .......................................................................................... 11  |   |   |"
Sector Statistics Report Q2 2025-2026.pdf,3,Chart,Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 7,"Figure 7: Mobile Market Shares ..................................................................................................... 5  | Figure 8: Mobile Phone Devices..................................................................................................... 6  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 7  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10  | Figure 12: Fixed Voice Subscriptions .......................................................................................... 11  |   |   |"
Sector Statistics Report Q2 2025-2026.pdf,3,Chart,Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8,"Figure 8: Mobile Phone Devices..................................................................................................... 6  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 7  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10  | Figure 12: Fixed Voice Subscriptions .......................................................................................... 11  |   |   |"
Sector Statistics Report Q2 2025-2026.pdf,3,Chart,"Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10","Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 7  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10  | Figure 12: Fixed Voice Subscriptions .......................................................................................... 11  |   |   |"
Sector Statistics Report Q2 2025-2026.pdf,3,Chart,Figure 12: Fixed Voice Subscriptions .......................................................................................... 11,"Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 8  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 10  | Figure 12: Fixed Voice Subscriptions .......................................................................................... 11  |   |   |"
Sector Statistics Report Q2 2025-2026.pdf,8,Chart,"translating to a penetration rate of 149.5 per cent as of 31st December 2025, as shown in Figure 1.","1.1 Mobile (SIM) Subscriptions  | During the second quarter of FY 2025/26 mobile (SIM) subscriptions grew by 0.1 per cent to 78.4 million,  | translating to a penetration rate of 149.5 per cent as of 31st December 2025, as shown in Figure 1.   |   | Figure 1 illustrates the trends in mobile (SIM) subscriptions and the respective penetration rates.  |   |   | Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 1: Mobile Subscriptions and Penetration  |   | The number of active mobile (SIM) subscriptions per operator by contract type is as shown in Figure 2. Pre- | paid to postpaid ratio of mobile subscriptions was 98.0 to 2.0."
Sector Statistics Report Q2 2025-2026.pdf,8,Chart,Figure 1 illustrates the trends in mobile (SIM) subscriptions and the respective penetration rates.,"translating to a penetration rate of 149.5 per cent as of 31st December 2025, as shown in Figure 1.   |   | Figure 1 illustrates the trends in mobile (SIM) subscriptions and the respective penetration rates.  |   |   | Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 1: Mobile Subscriptions and Penetration  |   | The number of active mobile (SIM) subscriptions per operator by contract type is as shown in Figure 2. Pre- | paid to postpaid ratio of mobile subscriptions was 98.0 to 2.0.  |"
Sector Statistics Report Q2 2025-2026.pdf,8,Chart,Figure 1: Mobile Subscriptions and Penetration,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 1: Mobile Subscriptions and Penetration  |   | The number of active mobile (SIM) subscriptions per operator by contract type is as shown in Figure 2. Pre- | paid to postpaid ratio of mobile subscriptions was 98.0 to 2.0.  |"
Sector Statistics Report Q2 2025-2026.pdf,8,Chart,The number of active mobile (SIM) subscriptions per operator by contract type is as shown in Figure 2. Pre-,Figure 1: Mobile Subscriptions and Penetration  |   | The number of active mobile (SIM) subscriptions per operator by contract type is as shown in Figure 2. Pre- | paid to postpaid ratio of mobile subscriptions was 98.0 to 2.0.  |
Sector Statistics Report Q2 2025-2026.pdf,9,Chart,Figure 2: Mobile Subscription per Operator,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 2: Mobile Subscription per Operator  |   | 1.2 Machine-to-Machine (M2M) Subscriptions   | Machine-to-Machine (M2M) subscriptions that comprise SIM cards assigned for use in machines declined  | by 1.3 per cent to 1.84 million as at the end of the reference period as shown in Table 1.  |   | Table 1: Machine-to-Machine (M2M) Subscriptions  | Indicator/Period  | Dec-25  | Sep-25"
Sector Statistics Report Q2 2025-2026.pdf,9,Chart,of 5.6 per cent translating to penetration rate of 98.0 per cent by end of December 2025 as shown in Figure,1.3 Mobile Money Services  | The mobile money market sub-segment reported remarkable growth in the quarter with subscription growth  | of 5.6 per cent translating to penetration rate of 98.0 per cent by end of December 2025 as shown in Figure  | 3.  This growth is mainly attributed to the busy festive season that coincides with the reference period.  |   | Figure 3 illustrates the trends in mobile money subscriptions and the respective penetration rates.  |
Sector Statistics Report Q2 2025-2026.pdf,9,Chart,Figure 3 illustrates the trends in mobile money subscriptions and the respective penetration rates.,3.  This growth is mainly attributed to the busy festive season that coincides with the reference period.  |   | Figure 3 illustrates the trends in mobile money subscriptions and the respective penetration rates.  |
Sector Statistics Report Q2 2025-2026.pdf,10,Chart,Figure 3:Mobile Money Services,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 3:Mobile Money Services  |   | 1.4 Mobile Data and Broadband1 Services  | Mobile data subscriptions grew by 2.9 per cent to record 61.9 million during the reference period of which  | 83.2 per cent were on mobile broadband. Notably, 2G and 3G subscriptions continued to decline as 4G and  | 5G subscriptions maintained an upward trend as shown in Figure 4.  |   |   | 1 Mobile broadband includes 3G, 4G and 5G  |"
Sector Statistics Report Q2 2025-2026.pdf,10,Chart,5G subscriptions maintained an upward trend as shown in Figure 4.,"Mobile data subscriptions grew by 2.9 per cent to record 61.9 million during the reference period of which  | 83.2 per cent were on mobile broadband. Notably, 2G and 3G subscriptions continued to decline as 4G and  | 5G subscriptions maintained an upward trend as shown in Figure 4.  |   |   | 1 Mobile broadband includes 3G, 4G and 5G  |"
Sector Statistics Report Q2 2025-2026.pdf,11,Chart,Figure 4: Mobile Data Subscriptions,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 4: Mobile Data Subscriptions  | In the quarter, mobile broadband consumption grew by 12.0 per cent to 755,095.1 TB. Data consumption  | across 4G and 5G technologies continued to grow while 3G maintained a downward trend as shown in  | Figure 5.   |   |   |    |  Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 5: Mobile Broadband Consumption  |"
Sector Statistics Report Q2 2025-2026.pdf,11,Chart,Figure 5.,"In the quarter, mobile broadband consumption grew by 12.0 per cent to 755,095.1 TB. Data consumption  | across 4G and 5G technologies continued to grow while 3G maintained a downward trend as shown in  | Figure 5.   |   |   |    |  Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 5: Mobile Broadband Consumption  |   | The average mobile broadband consumption per broadband subscription increased to 14.6 GB from 14.3 GB  | with 5G users recording the highest consumption at 46.4 GB as shown in Figure 6.  |"
Sector Statistics Report Q2 2025-2026.pdf,11,Chart,Figure 5: Mobile Broadband Consumption,"|  Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 5: Mobile Broadband Consumption  |   | The average mobile broadband consumption per broadband subscription increased to 14.6 GB from 14.3 GB  | with 5G users recording the highest consumption at 46.4 GB as shown in Figure 6.  |"
Sector Statistics Report Q2 2025-2026.pdf,11,Chart,with 5G users recording the highest consumption at 46.4 GB as shown in Figure 6.,| The average mobile broadband consumption per broadband subscription increased to 14.6 GB from 14.3 GB  | with 5G users recording the highest consumption at 46.4 GB as shown in Figure 6.  |
Sector Statistics Report Q2 2025-2026.pdf,12,Chart,Figure 6: Mobile Broadband Consumption per Broadband Subscription,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 6: Mobile Broadband Consumption per Broadband Subscription  |   |   | 1.5 Market Shares in Subscriptions for Mobile Services  | Safaricom PLC maintained the highest market share in mobile subscriptions (66.8%), mobile broadband  | (64.3%) and mobile money (89.0%) as shown in Figure 7.   |   |   | Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 7: Mobile Market Shares"
Sector Statistics Report Q2 2025-2026.pdf,12,Chart,(64.3%) and mobile money (89.0%) as shown in Figure 7.,"1.5 Market Shares in Subscriptions for Mobile Services  | Safaricom PLC maintained the highest market share in mobile subscriptions (66.8%), mobile broadband  | (64.3%) and mobile money (89.0%) as shown in Figure 7.   |   |   | Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 7: Mobile Market Shares  |"
Sector Statistics Report Q2 2025-2026.pdf,12,Chart,Figure 7: Mobile Market Shares,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 7: Mobile Market Shares  |"
Sector Statistics Report Q2 2025-2026.pdf,13,Chart,Figure 8.,"translating to a penetration rate of 149.4 per cent. Penetration of smartphones maintained an upward trend at  | 92.9 per cent while penetration of feature phones continued to decline at 56.5 per cent per as illustrated in  | Figure 8.  |   |   | Source: CA, Operators’Returns, Provisional Data for Telkom Kenya Limited  | Figure 8: Mobile Phone Devices  |   | 1.7 Domestic Mobile Voice and SMS Traffic   | Total domestic voice minutes grew by 5.2 per cent to 31.5 billion minutes with on-net voice accounting for  | 83.1 per cent. SMS traffic declined to 14.4 billion from 14.7 billion recorded last quarter probably due to  | growing uptake of internet-based messaging services."
Sector Statistics Report Q2 2025-2026.pdf,13,Chart,Figure 8: Mobile Phone Devices,"| Source: CA, Operators’Returns, Provisional Data for Telkom Kenya Limited  | Figure 8: Mobile Phone Devices  |   | 1.7 Domestic Mobile Voice and SMS Traffic   | Total domestic voice minutes grew by 5.2 per cent to 31.5 billion minutes with on-net voice accounting for  | 83.1 per cent. SMS traffic declined to 14.4 billion from 14.7 billion recorded last quarter probably due to  | growing uptake of internet-based messaging services.   |   | Table 2:Domestic Mobile Traffic per Operator  | Name of Operator /Indicator  | Safaricom PLC"
Sector Statistics Report Q2 2025-2026.pdf,14,Chart,Figure 9: Market Shares in Domestic Mobile Voice and SMS,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 9: Market Shares in Domestic Mobile Voice and SMS  |   | 1.9  Minutes/Month/Subscription vs SMS/Month/Subscription  | Minutes of Use per subscription per month increased to 133.9 in the second quarter from 127.5 minutes  | whereas short messages per subscription dropped to 61.1 from 62.4 messages reported last quarter as shown  | in Figure 10.   |"
Sector Statistics Report Q2 2025-2026.pdf,14,Chart,in Figure 10.,Minutes of Use per subscription per month increased to 133.9 in the second quarter from 127.5 minutes  | whereas short messages per subscription dropped to 61.1 from 62.4 messages reported last quarter as shown  | in Figure 10.   |
Sector Statistics Report Q2 2025-2026.pdf,15,Chart,Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription  |   | 1.10 International Mobile Traffic  | International incoming mobile voice traffic grew by 4.0 per cent to 172.7 million, whereas outgoing traffic  | declined by 16.3 per cent to 184.9 million minutes. Traffic from and to EAC countries accounted for 68.5  | per cent and 71.0 per cent respectively. International incoming and outgoing messages grew by 3.1 and 0.9  | per cent to post 5.6 million and 2.5 million messages respectively.    |   | Table 4: International Mobile Traffic   | Indicator/Period"
Sector Statistics Report Q2 2025-2026.pdf,16,Chart,during the review period is as shown in Figure 11.,"1.12 Tariffs, Promotions and Special Offers  | The number of approved applications for tariffs, and promotions & special offers filed by the operators  | during the review period is as shown in Figure 11.  |"
Sector Statistics Report Q2 2025-2026.pdf,17,Chart,"Figure 11: Distribution of Tariffs, Promotions and Special Offer","| Source: CA  | Figure 11: Distribution of Tariffs, Promotions and Special Offer  |   | 1.13 Average Pay-As-You-Go (PAYG) Tariffs  | The average PAYG rates for voice (3.47), SMS (1.18), and data (4.65) were as shown in Table 7.  |   | Table 7: Average Pay-As-You-Go (PAYG) Tariffs  | Operator/Market  |   | Voice (KES/Min)  | SMS (KES/SMS)"
Sector Statistics Report Q2 2025-2026.pdf,17,Chart,"referred to as voice over broadband declined to 45,437 from 47,842 as shown in Figure 12.","Fixed wireless and fixed line subscriptions grew from 1,654 and 6,095 in the previous quarter to 1,664 and  | 6,486, respectively, in the quarter under review. On the other hand, managed voice-over-IP (VoIP), also  | referred to as voice over broadband declined to 45,437 from 47,842 as shown in Figure 12.  |"
Sector Statistics Report Q2 2025-2026.pdf,18,Chart,Figure 12: Fixed Voice Subscriptions,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 12: Fixed Voice Subscriptions  |    | 2.2  Domestic Fixed Voice Traffic    | As shown in Table 8, both fixed to fixed and fixed to mobile traffic declined during the quarter under  | review, while fixed wireless to fixed wireless traffic recorded a marginal growth of 0.8 percent.  |   | Table 8: Domestic Fixed Voice Traffic (Minutes)  | Domestic Fixed Voice Traffic (Minutes)  | Oct-Dec 25  | Jul-Sep 25"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 1: Mobile Subscriptions and Penetration ............................................................................. 1,| LIST OF FIGURES  | Figure 1: Mobile Subscriptions and Penetration ............................................................................. 1  | Figure 2: Mobile Subscription per Operator ................................................................................... 2  | Figure 3:Mobile Money Services.................................................................................................... 3  | Figure 4: Mobile Data Subscriptions .............................................................................................. 4  | Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 2: Mobile Subscription per Operator ................................................................................... 2,"LIST OF FIGURES  | Figure 1: Mobile Subscriptions and Penetration ............................................................................. 1  | Figure 2: Mobile Subscription per Operator ................................................................................... 2  | Figure 3:Mobile Money Services.................................................................................................... 3  | Figure 4: Mobile Data Subscriptions .............................................................................................. 4  | Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 3:Mobile Money Services.................................................................................................... 3,"Figure 1: Mobile Subscriptions and Penetration ............................................................................. 1  | Figure 2: Mobile Subscription per Operator ................................................................................... 2  | Figure 3:Mobile Money Services.................................................................................................... 3  | Figure 4: Mobile Data Subscriptions .............................................................................................. 4  | Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 4: Mobile Data Subscriptions .............................................................................................. 4,"Figure 2: Mobile Subscription per Operator ................................................................................... 2  | Figure 3:Mobile Money Services.................................................................................................... 3  | Figure 4: Mobile Data Subscriptions .............................................................................................. 4  | Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 5: Mobile Broadband Consumption .................................................................................... 5,"Figure 3:Mobile Money Services.................................................................................................... 3  | Figure 4: Mobile Data Subscriptions .............................................................................................. 4  | Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5,"Figure 4: Mobile Data Subscriptions .............................................................................................. 4  | Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 7: Mobile Market Shares ..................................................................................................... 6,"Figure 5: Mobile Broadband Consumption .................................................................................... 5  | Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 8: Mobile Phone Devices..................................................................................................... 7,"Figure 6: Mobile Broadband Consumption per Broadband Subscription ...................................... 5  | Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8,"Figure 7: Mobile Market Shares ..................................................................................................... 6  | Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |   |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9,"Figure 8: Mobile Phone Devices..................................................................................................... 7  | Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |   |   |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,"Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11","Figure 9: Market Shares in Domestic Mobile Voice and SMS ...................................................... 8  | Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |   |   |   |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,3,Chart,Figure 12: Fixed Voice Subscriptions........................................................................................... 12,"Figure 10: MoU/Month/Subscription vs SMS/Month/Subscription ............................................... 9  | Figure 11: Distribution of Tariffs, Promotions and Special Offer ................................................ 11  | Figure 12: Fixed Voice Subscriptions........................................................................................... 12  |   |   |   |   |   |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,8,Chart,"marking a penetration rate of 149.4 per cent as of 30th September 2025, as shown in Figure 1. This growth is","1.1 Mobile (SIM) Subscriptions  | During the first quarter of FY 2025/26, mobile (SIM) subscriptions grew by 2.1 per cent to 78.3 million,  | marking a penetration rate of 149.4 per cent as of 30th September 2025, as shown in Figure 1. This growth is  | mainly attributed to the continued expansion of mobile networks and ever-growing demand for mobile  | services.   |   | Figure 1 illustrates the trends in mobile (SIM) subscriptions and the respective penetration rates.  |   |   | Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 1: Mobile Subscriptions and Penetration  |"
Sector Statistics Report Q1 2025-2026_0.pdf,8,Chart,Figure 1 illustrates the trends in mobile (SIM) subscriptions and the respective penetration rates.,"services.   |   | Figure 1 illustrates the trends in mobile (SIM) subscriptions and the respective penetration rates.  |   |   | Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 1: Mobile Subscriptions and Penetration  |   | The ratio of pre-paid to postpaid mobile subscriptions was 98.0 to 2.0. The number of active mobile (SIM)  | subscriptions per operator by contract type is as shown in Figure 2.  |"
Sector Statistics Report Q1 2025-2026_0.pdf,8,Chart,Figure 1: Mobile Subscriptions and Penetration,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 1: Mobile Subscriptions and Penetration  |   | The ratio of pre-paid to postpaid mobile subscriptions was 98.0 to 2.0. The number of active mobile (SIM)  | subscriptions per operator by contract type is as shown in Figure 2.  |"
Sector Statistics Report Q1 2025-2026_0.pdf,8,Chart,subscriptions per operator by contract type is as shown in Figure 2.,| The ratio of pre-paid to postpaid mobile subscriptions was 98.0 to 2.0. The number of active mobile (SIM)  | subscriptions per operator by contract type is as shown in Figure 2.  |
Sector Statistics Report Q1 2025-2026_0.pdf,9,Chart,Figure 2: Mobile Subscription per Operator,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 2: Mobile Subscription per Operator  |   | 1.2 Machine-to-Machine (M2M) Subscriptions   | Machine-to-Machine (M2M) subscriptions that comprise SIM cards assigned for use in machines grew by  | 4.1 per cent to 1.86 million as at the end of the reference period as shown in Table 1.  |   | Table 1: Machine-to-Machine (M2M) Subscriptions  | Indicator/Period  | Sep-25  | Jun-25"
Sector Statistics Report Q1 2025-2026_0.pdf,9,Chart,Figure 3 illustrates the trends in mobile money subscriptions and penetration rates.,rate of 92.8 per cent compared to 91.0 per cent reported by end of June 2025.    |   | Figure 3 illustrates the trends in mobile money subscriptions and penetration rates.   |   |
Sector Statistics Report Q1 2025-2026_0.pdf,10,Chart,Figure 3:Mobile Money Services,"| Source: CA, Operators’ Returns,   | Figure 3:Mobile Money Services  |   | 1.4 Mobile Data and Broadband1 Services  | Mobile data remains to be a fundamental drive for internet connectivity in the country fostering socio- | economic development and expanding access to services and information. Mobile data subscriptions were  | recorded at 60.2 million by end of the first quarter of the current financial year, of which 78.3 per cent were  | on mobile broadband.   |   | Notably, 4G subscriptions constituted 84.8 per cent of the total mobile broadband subscriptions. The uptake  | of mobile data/internet services for the past five (5) quarters is as shown in Figure 4."
Sector Statistics Report Q1 2025-2026_0.pdf,10,Chart,of mobile data/internet services for the past five (5) quarters is as shown in Figure 4.,"| Notably, 4G subscriptions constituted 84.8 per cent of the total mobile broadband subscriptions. The uptake  | of mobile data/internet services for the past five (5) quarters is as shown in Figure 4.  |   |   | 1 Mobile broadband includes 3G, 4G and 5G  |"
Sector Statistics Report Q1 2025-2026_0.pdf,11,Chart,Figure 4: Mobile Data Subscriptions,"| Source: CA, Operators’ Returns, Provisional Data for Telkom Kenya Limited  | Figure 4: Mobile Data Subscriptions  | Data consumption across 4G and 5G technologies continued to grow while 3G maintained a downward  | trend as shown in Figure 5.   |    |   |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,11,Chart,trend as shown in Figure 5.,Figure 4: Mobile Data Subscriptions  | Data consumption across 4G and 5G technologies continued to grow while 3G maintained a downward  | trend as shown in Figure 5.   |    |   |   |
Sector Statistics Report Q1 2025-2026_0.pdf,12,Chart,Figure 5: Mobile Broadband Consumption,"|  Source: CA, Operators’, Provisional data for Telkom Kenya Limited  | Figure 5: Mobile Broadband Consumption  |   | The average mobile broadband consumption per broadband subscription was 14.3 GB with 5G users  | recording the highest consumption at 40.0 GB followed by 4G at 14.1 GB as shown in Figure 6.  |   |   | Source: CA, Operators’, Provisional data for Telkom Kenya Limited  | Figure 6: Mobile Broadband Consumption per Broadband Subscription  |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,12,Chart,recording the highest consumption at 40.0 GB followed by 4G at 14.1 GB as shown in Figure 6.,"| The average mobile broadband consumption per broadband subscription was 14.3 GB with 5G users  | recording the highest consumption at 40.0 GB followed by 4G at 14.1 GB as shown in Figure 6.  |   |   | Source: CA, Operators’, Provisional data for Telkom Kenya Limited  | Figure 6: Mobile Broadband Consumption per Broadband Subscription  |   |"
Sector Statistics Report Q1 2025-2026_0.pdf,12,Chart,Figure 6: Mobile Broadband Consumption per Broadband Subscription,"| Source: CA, Operators’, Provisional data for Telkom Kenya Limited  | Figure 6: Mobile Broadband Consumption per Broadband Subscription  |   |"
